sigma,typeII,typeII_o,typeII_oc
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0.002,0.002,0
39,0.004,0.004,0
40,0.006,0.006,0
41,0.01,0.01,0
42,0.019,0.019,0
43,0.026,0.028,0.002
44,0.031,0.035,0.002
45,0.039,0.044,0.003
46,0.045,0.049,0.003
47,0.058,0.068,0.006
48,0.074,0.091,0.013
49,0.088,0.12,0.027
50,0.099,0.143,0.041
51,0.113,0.174,0.068
52,0.13,0.204,0.1
53,0.15,0.228,0.127
54,0.172,0.281,0.18
55,0.199,0.326,0.227
56,0.221,0.375,0.278
57,0.242,0.416,0.321
58,0.259,0.464,0.382
59,0.273,0.514,0.448
60,0.298,0.55,0.5
61,0.314,0.596,0.559
62,0.326,0.639,0.606
63,0.344,0.678,0.65
64,0.366,0.716,0.691
65,0.384,0.746,0.729
66,0.406,0.78,0.769
67,0.431,0.813,0.806
68,0.451,0.836,0.828
69,0.466,0.849,0.843
70,0.486,0.869,0.865
71,0.497,0.887,0.884
72,0.509,0.901,0.898
73,0.527,0.91,0.908
74,0.546,0.923,0.92
75,0.564,0.94,0.939
76,0.579,0.945,0.944
77,0.59,0.95,0.95
78,0.612,0.956,0.956
79,0.625,0.958,0.958
80,0.637,0.968,0.968
81,0.652,0.972,0.972
82,0.66,0.975,0.975
83,0.665,0.979,0.979
84,0.679,0.981,0.981
85,0.692,0.983,0.983
86,0.706,0.986,0.986
87,0.715,0.987,0.987
88,0.721,0.988,0.988
89,0.731,0.989,0.989
90,0.741,0.992,0.992
91,0.756,0.995,0.995
92,0.767,0.996,0.996
93,0.775,0.996,0.996
94,0.78,0.996,0.996
95,0.788,0.997,0.997
96,0.798,0.998,0.998
97,0.805,0.998,0.998
98,0.811,0.998,0.998
99,0.816,0.998,0.998
100,0.826,0.998,0.998
101,0.831,0.999,0.999
102,0.834,0.999,0.999
103,0.838,0.999,0.999
104,0.843,1,1
105,0.847,1,1
106,0.85,1,1
107,0.854,1,1
108,0.856,1,1
109,0.856,1,1
110,0.863,1,1
111,0.867,1,1
112,0.87,1,1
113,0.872,1,1
114,0.877,1,1
115,0.883,1,1
116,0.884,1,1
117,0.888,1,1
118,0.891,1,1
119,0.893,1,1
120,0.895,1,1
121,0.896,1,1
122,0.898,1,1
123,0.9,1,1
124,0.901,1,1
125,0.904,1,1
126,0.907,1,1
127,0.908,1,1
128,0.913,1,1
129,0.915,1,1
130,0.916,1,1
131,0.918,1,1
132,0.92,1,1
133,0.922,1,1
134,0.925,1,1
135,0.926,1,1
136,0.928,1,1
137,0.929,1,1
138,0.931,1,1
139,0.932,1,1
140,0.933,1,1
141,0.936,1,1
142,0.937,1,1
143,0.938,1,1
144,0.939,1,1
145,0.94,1,1
146,0.943,1,1
147,0.946,1,1
148,0.948,1,1
149,0.949,1,1
150,0.952,1,1
