1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,4e-06
17,0,4.6e-05
18,0,0.000136
19,0,0.00048
20,0,0.001318
21,0,0.003098
22,0,0.006264
23,0,0.011378
24,0,0.019104
25,0,0.030188
26,0,0.044672
27,0,0.06292
28,0,0.08491
29,0,0.11062
30,0,0.14002
31,0,0.17232
32,2e-06,0.20768
33,9e-06,0.24468
34,2.3e-05,0.28425
35,3.9e-05,0.325
36,6.8e-05,0.36714
37,0.000131,0.40989
38,0.00024,0.45277
39,0.000417,0.49574
40,0.000659,0.53847
41,0.001038,0.58093
42,0.001549,0.62303
43,0.002271,0.66412
44,0.003132,0.70427
45,0.004272,0.74389
46,0.005689,0.78183
47,0.00738,0.8183
48,0.009552,0.85421
49,0.012136,0.88873
50,0.015094,0.92235
51,0.018433,0.95447
52,0.022336,0.98531
53,0.026665,1
54,0.03146,1
55,0.036715,1
56,0.042455,1
57,0.048627,1
58,0.055309,1
59,0.062425,1
60,0.070012,1
61,0.077906,1
62,0.086158,1
63,0.094688,1
64,0.10384,1
65,0.11305,1
66,0.12234,1
67,0.13217,1
68,0.14213,1
69,0.15238,1
70,0.1625,1
71,0.17288,1
72,0.18357,1
73,0.19427,1
74,0.20494,1
75,0.21569,1
76,0.22639,1
77,0.23718,1
78,0.24787,1
79,0.25864,1
80,0.26923,1
81,0.27992,1
82,0.29046,1
83,0.3011,1
84,0.31151,1
85,0.32193,1
86,0.33206,1
87,0.34213,1
88,0.35214,1
89,0.36203,1
90,0.37194,1
91,0.3814,1
92,0.39091,1
93,0.40014,1
94,0.40915,1
95,0.41811,1
96,0.42711,1
97,0.43581,1
98,0.44436,1
99,0.45285,1
100,0.46117,1
101,0.46934,1
102,0.47724,1
103,0.485,1
104,0.49266,1
105,0.50015,1
106,0.5075,1
107,0.51476,1
108,0.52194,1
109,0.52894,1
110,0.53589,1
111,0.54267,1
112,0.54917,1
113,0.55562,1
114,0.56195,1
115,0.56812,1
116,0.57423,1
117,0.58027,1
118,0.58615,1
119,0.59167,1
120,0.5973,1
121,0.60276,1
122,0.60819,1
123,0.61337,1
124,0.61848,1
125,0.6235,1
126,0.62828,1
127,0.6332,1
128,0.63804,1
129,0.64265,1
130,0.64725,1
131,0.6517,1
132,0.65609,1
133,0.66039,1
134,0.66461,1
135,0.66876,1
136,0.67282,1
137,0.67676,1
138,0.68066,1
139,0.68442,1
140,0.68815,1
141,0.69181,1
142,0.6954,1
143,0.69901,1
144,0.70262,1
145,0.70593,1
146,0.70917,1
147,0.71243,1
148,0.71571,1
149,0.71883,1
150,0.72197,1
