1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0.001,0
42,0,0.003,0.001
43,0,0.008,0.004
44,0,0.024,0.015
45,0,0.048,0.03
46,0,0.088,0.057
47,0,0.155,0.106
48,0,0.276,0.22
49,0.001,0.423,0.373
50,0.002,0.598,0.549
51,0.003,0.748,0.718
52,0.003,0.879,0.865
53,0.004,0.944,0.94
54,0.004,0.982,0.98
55,0.004,0.996,0.996
56,0.004,0.998,0.998
57,0.004,1,1
58,0.004,1,1
59,0.005,1,1
60,0.006,1,1
61,0.007,1,1
62,0.007,1,1
63,0.007,1,1
64,0.007,1,1
65,0.008,1,1
66,0.012,1,1
67,0.013,1,1
68,0.014,1,1
69,0.018,1,1
70,0.018,1,1
71,0.022,1,1
72,0.025,1,1
73,0.029,1,1
74,0.03,1,1
75,0.032,1,1
76,0.032,1,1
77,0.033,1,1
78,0.036,1,1
79,0.041,1,1
80,0.044,1,1
81,0.045,1,1
82,0.047,1,1
83,0.047,1,1
84,0.051,1,1
85,0.054,1,1
86,0.056,1,1
87,0.059,1,1
88,0.061,1,1
89,0.065,1,1
90,0.066,1,1
91,0.069,1,1
92,0.07,1,1
93,0.076,1,1
94,0.079,1,1
95,0.08,1,1
96,0.08,1,1
97,0.08,1,1
98,0.079,1,1
99,0.079,1,1
100,0.082,1,1
101,0.087,1,1
102,0.09,1,1
103,0.093,1,1
104,0.094,1,1
105,0.094,1,1
106,0.096,1,1
107,0.101,1,1
108,0.105,1,1
109,0.11,1,1
110,0.11,1,1
111,0.111,1,1
112,0.114,1,1
113,0.118,1,1
114,0.119,1,1
115,0.121,1,1
116,0.123,1,1
117,0.126,1,1
118,0.128,1,1
119,0.13,1,1
120,0.133,1,1
121,0.134,1,1
122,0.137,1,1
123,0.14,1,1
124,0.142,1,1
125,0.148,1,1
126,0.149,1,1
127,0.15,1,1
128,0.157,1,1
129,0.16,1,1
130,0.161,1,1
131,0.162,1,1
132,0.166,1,1
133,0.168,1,1
134,0.167,1,1
135,0.171,1,1
136,0.175,1,1
137,0.181,1,1
138,0.186,1,1
139,0.189,1,1
140,0.191,1,1
141,0.197,1,1
142,0.203,1,1
143,0.205,1,1
144,0.206,1,1
145,0.206,1,1
146,0.208,1,1
147,0.21,1,1
148,0.211,1,1
149,0.213,1,1
150,0.217,1,1
