sigma,typeII,typeII_o,typeII_oc
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0.001,0
45,0,0.001,0
46,0,0.002,0
47,0,0.004,0.001
48,0,0.01,0.001
49,0.001,0.019,0.001
50,0.001,0.059,0.004
51,0.001,0.123,0.023
52,0.002,0.261,0.09
53,0.002,0.425,0.2
54,0.002,0.626,0.411
55,0.002,0.793,0.634
56,0.004,0.918,0.845
57,0.005,0.971,0.945
58,0.005,0.992,0.982
59,0.005,0.996,0.995
60,0.004,0.999,0.999
61,0.004,1,1
62,0.005,1,1
63,0.005,1,1
64,0.005,1,1
65,0.005,1,1
66,0.007,1,1
67,0.007,1,1
68,0.007,1,1
69,0.005,1,1
70,0.005,1,1
71,0.006,1,1
72,0.006,1,1
73,0.007,1,1
74,0.008,1,1
75,0.007,1,1
76,0.008,1,1
77,0.011,1,1
78,0.013,1,1
79,0.013,1,1
80,0.015,1,1
81,0.017,1,1
82,0.019,1,1
83,0.022,1,1
84,0.024,1,1
85,0.031,1,1
86,0.033,1,1
87,0.034,1,1
88,0.036,1,1
89,0.037,1,1
90,0.039,1,1
91,0.045,1,1
92,0.047,1,1
93,0.048,1,1
94,0.049,1,1
95,0.05,1,1
96,0.051,1,1
97,0.054,1,1
98,0.055,1,1
99,0.057,1,1
100,0.059,1,1
101,0.062,1,1
102,0.063,1,1
103,0.065,1,1
104,0.066,1,1
105,0.068,1,1
106,0.069,1,1
107,0.071,1,1
108,0.074,1,1
109,0.075,1,1
110,0.078,1,1
111,0.082,1,1
112,0.085,1,1
113,0.086,1,1
114,0.087,1,1
115,0.089,1,1
116,0.092,1,1
117,0.095,1,1
118,0.094,1,1
119,0.098,1,1
120,0.101,1,1
121,0.103,1,1
122,0.106,1,1
123,0.109,1,1
124,0.108,1,1
125,0.112,1,1
126,0.109,1,1
127,0.11,1,1
128,0.111,1,1
129,0.116,1,1
130,0.118,1,1
131,0.119,1,1
132,0.121,1,1
133,0.124,1,1
134,0.123,1,1
135,0.125,1,1
136,0.129,1,1
137,0.131,1,1
138,0.133,1,1
139,0.135,1,1
140,0.136,1,1
141,0.139,1,1
142,0.139,1,1
143,0.141,1,1
144,0.143,1,1
145,0.14,1,1
146,0.145,1,1
147,0.145,1,1
148,0.146,1,1
149,0.147,1,1
150,0.149,1,1
