1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0,0
18,0,0,0,0
19,0,0,0,0
20,0,0,0,0
21,0,0,0,0
22,0,0,0,0
23,0,0,0,0
24,0,0,0,0
25,0,0,0,0
26,0,0,0,0
27,0,0,0,0
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
31,0,0,0,0
32,0,0,0,0
33,0,0,0,0
34,0.001,0,0,0
35,0.001,0,0,0
36,0.001,0,0,0
37,0.001,0,0,0
38,0.003,0,0,0
39,0.003,0,0,0
40,0.008,0,0,0
41,0.01,0,0,0
42,0.015,0.001,0,0
43,0.023,0.001,0,0
44,0.029,0.001,0,0
45,0.035,0.001,0,0
46,0.046,0.001,0,0.001
47,0.062,0.001,0,0.001
48,0.072,0.002,0,0.003
49,0.087,0.006,0,0.008
50,0.099,0.008,0,0.012
51,0.115,0.01,0,0.02
52,0.136,0.012,0,0.034
53,0.152,0.02,0,0.062
54,0.172,0.033,0,0.089
55,0.188,0.039,0,0.14
56,0.201,0.056,0,0.203
57,0.226,0.077,0,0.292
58,0.249,0.096,0,0.375
59,0.271,0.122,0,0.463
60,0.288,0.151,0.002,0.543
61,0.309,0.185,0.003,0.635
62,0.326,0.23,0.004,0.706
63,0.355,0.28,0.007,0.769
64,0.378,0.321,0.015,0.819
65,0.392,0.377,0.024,0.871
66,0.409,0.432,0.031,0.901
67,0.423,0.479,0.048,0.926
68,0.441,0.547,0.063,0.952
69,0.454,0.597,0.092,0.965
70,0.473,0.65,0.107,0.972
71,0.484,0.699,0.128,0.981
72,0.504,0.741,0.16,0.99
73,0.522,0.778,0.2,0.992
74,0.538,0.811,0.236,0.994
75,0.565,0.847,0.276,0.997
76,0.585,0.884,0.324,0.999
77,0.601,0.901,0.38,0.999
78,0.619,0.918,0.427,0.999
79,0.627,0.94,0.474,0.999
80,0.636,0.951,0.517,0.999
81,0.643,0.961,0.552,1
82,0.655,0.965,0.585,1
83,0.663,0.972,0.628,1
84,0.674,0.982,0.662,1
85,0.685,0.99,0.693,1
86,0.696,0.99,0.727,1
87,0.705,0.992,0.751,1
88,0.718,0.994,0.776,1
89,0.726,0.996,0.803,1
90,0.736,0.997,0.818,1
91,0.744,0.999,0.844,1
92,0.754,0.999,0.862,1
93,0.767,0.999,0.883,1
94,0.772,0.999,0.899,1
95,0.78,0.999,0.906,1
96,0.79,0.999,0.914,1
97,0.797,0.999,0.924,1
98,0.8,1,0.932,1
99,0.809,1,0.938,1
100,0.813,1,0.947,1
101,0.818,1,0.951,1
102,0.827,1,0.955,1
103,0.833,1,0.962,1
104,0.84,1,0.964,1
105,0.845,1,0.965,1
106,0.849,1,0.967,1
107,0.855,1,0.971,1
108,0.858,1,0.972,1
109,0.862,1,0.974,1
110,0.867,1,0.974,1
111,0.871,1,0.976,1
112,0.875,1,0.978,1
113,0.88,1,0.98,1
114,0.881,1,0.98,1
115,0.885,1,0.98,1
116,0.889,1,0.981,1
117,0.892,1,0.984,1
118,0.898,1,0.985,1
119,0.902,1,0.987,1
120,0.903,1,0.988,1
121,0.905,1,0.988,1
122,0.907,1,0.989,1
123,0.907,1,0.989,1
124,0.91,1,0.989,1
125,0.911,1,0.989,1
126,0.911,1,0.989,1
127,0.913,1,0.989,1
128,0.916,1,0.99,1
129,0.917,1,0.99,1
130,0.92,1,0.992,1
131,0.922,1,0.992,1
132,0.925,1,0.992,1
133,0.926,1,0.992,1
134,0.929,1,0.992,1
135,0.93,1,0.992,1
136,0.931,1,0.992,1
137,0.931,1,0.994,1
138,0.934,1,0.995,1
139,0.937,1,0.995,1
140,0.937,1,0.995,1
141,0.941,1,0.995,1
142,0.942,1,0.995,1
143,0.942,1,0.995,1
144,0.943,1,0.995,1
145,0.945,1,0.995,1
146,0.947,1,0.995,1
147,0.949,1,0.995,1
148,0.952,1,0.995,1
149,0.954,1,0.995,1
150,0.954,1,0.995,1
