sigma,typeII,typeII_o,typeII_oc
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0.001,0.001,0
34,0.001,0.001,0
35,0.001,0.001,0
36,0.001,0.001,0
37,0.001,0.001,0
38,0.003,0.003,0
39,0.005,0.007,0.001
40,0.006,0.009,0.002
41,0.008,0.016,0.004
42,0.008,0.02,0.007
43,0.01,0.024,0.009
44,0.013,0.033,0.018
45,0.015,0.041,0.021
46,0.018,0.068,0.037
47,0.024,0.097,0.06
48,0.028,0.127,0.083
49,0.035,0.169,0.12
50,0.042,0.211,0.166
51,0.046,0.251,0.21
52,0.052,0.305,0.261
53,0.062,0.355,0.319
54,0.073,0.415,0.386
55,0.086,0.476,0.448
56,0.096,0.539,0.514
57,0.112,0.607,0.584
58,0.122,0.669,0.654
59,0.134,0.727,0.718
60,0.14,0.781,0.776
61,0.147,0.822,0.819
62,0.155,0.858,0.856
63,0.166,0.886,0.885
64,0.179,0.91,0.909
65,0.188,0.928,0.927
66,0.202,0.95,0.95
67,0.213,0.96,0.96
68,0.224,0.968,0.968
69,0.244,0.975,0.975
70,0.256,0.982,0.982
71,0.268,0.985,0.985
72,0.278,0.988,0.988
73,0.287,0.989,0.989
74,0.302,0.99,0.99
75,0.315,0.993,0.993
76,0.324,0.996,0.996
77,0.333,0.998,0.998
78,0.346,1,1
79,0.356,1,1
80,0.366,1,1
81,0.373,1,1
82,0.38,1,1
83,0.39,1,1
84,0.403,1,1
85,0.415,1,1
86,0.421,1,1
87,0.434,1,1
88,0.445,1,1
89,0.451,1,1
90,0.461,1,1
91,0.466,1,1
92,0.475,1,1
93,0.489,1,1
94,0.507,1,1
95,0.511,1,1
96,0.518,1,1
97,0.522,1,1
98,0.527,1,1
99,0.535,1,1
100,0.544,1,1
101,0.556,1,1
102,0.562,1,1
103,0.569,1,1
104,0.576,1,1
105,0.582,1,1
106,0.586,1,1
107,0.59,1,1
108,0.602,1,1
109,0.61,1,1
110,0.615,1,1
111,0.621,1,1
112,0.63,1,1
113,0.633,1,1
114,0.638,1,1
115,0.646,1,1
116,0.648,1,1
117,0.655,1,1
118,0.661,1,1
119,0.666,1,1
120,0.673,1,1
121,0.678,1,1
122,0.682,1,1
123,0.689,1,1
124,0.692,1,1
125,0.694,1,1
126,0.7,1,1
127,0.707,1,1
128,0.713,1,1
129,0.716,1,1
130,0.72,1,1
131,0.723,1,1
132,0.725,1,1
133,0.726,1,1
134,0.731,1,1
135,0.735,1,1
136,0.741,1,1
137,0.744,1,1
138,0.751,1,1
139,0.757,1,1
140,0.763,1,1
141,0.766,1,1
142,0.769,1,1
143,0.772,1,1
144,0.775,1,1
145,0.776,1,1
146,0.78,1,1
147,0.781,1,1
148,0.783,1,1
149,0.785,1,1
150,0.785,1,1
