1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,7.2088e-07
23,1.4418e-06
24,3.6044e-06
25,5.0461e-06
26,6.4879e-06
27,9.3714e-06
28,1.1534e-05
29,1.2976e-05
30,1.9464e-05
31,2.5231e-05
32,3.8927e-05
33,5.1903e-05
34,8.0017e-05
35,0.00012255
36,0.00020905
37,0.00033016
38,0.00049813
39,0.00076413
40,0.001121
41,0.0016112
42,0.00234
43,0.0032894
44,0.0045941
45,0.0062262
46,0.0083218
47,0.010874
48,0.013956
49,0.017646
50,0.022176
51,0.027528
52,0.0338
53,0.041246
54,0.049766
55,0.059268
56,0.070105
57,0.082376
58,0.095797
59,0.1108
60,0.12728
61,0.14494
62,0.16459
63,0.18579
64,0.20779
65,0.23158
66,0.2568
67,0.28207
68,0.30852
69,0.33523
70,0.36289
71,0.39028
72,0.41764
73,0.44544
74,0.47298
75,0.49994
76,0.52707
77,0.55326
78,0.57932
79,0.60393
80,0.62754
81,0.65046
82,0.67242
83,0.69449
84,0.71443
85,0.73375
86,0.75218
87,0.76933
88,0.78519
89,0.80047
90,0.81498
91,0.8278
92,0.8399
93,0.85132
94,0.86193
95,0.87199
96,0.88131
97,0.88994
98,0.89809
99,0.90583
100,0.91325
101,0.91959
102,0.92588
103,0.93137
104,0.93679
105,0.94175
106,0.946
107,0.94997
108,0.95384
109,0.95699
110,0.96035
111,0.9633
112,0.96591
113,0.96837
114,0.97064
115,0.9727
116,0.97469
117,0.9765
118,0.97829
119,0.97986
120,0.98118
121,0.98241
122,0.98371
123,0.98488
124,0.98595
125,0.98693
126,0.98782
127,0.98862
128,0.98939
129,0.99021
130,0.99078
131,0.99139
132,0.99185
133,0.99234
134,0.99287
135,0.99335
136,0.99369
137,0.99418
138,0.99459
139,0.9949
140,0.99524
141,0.99556
142,0.99585
143,0.99616
144,0.99646
145,0.99665
146,0.99686
147,0.99706
148,0.99724
149,0.99745
150,0.99759
