1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,1.5867e-07
21,3.1734e-07
22,3.1734e-07
23,4.7601e-07
24,6.3468e-07
25,9.5202e-07
26,1.1107e-06
27,1.2694e-06
28,1.5867e-06
29,3.0147e-06
30,5.0774e-06
31,7.2988e-06
32,1.2218e-05
33,2.0944e-05
34,3.8557e-05
35,6.7276e-05
36,0.00012329
37,0.00021198
38,0.00034701
39,0.00055772
40,0.00086999
41,0.0013235
42,0.0019572
43,0.0028351
44,0.0039772
45,0.0054367
46,0.0073021
47,0.0096398
48,0.012503
49,0.016008
50,0.020136
51,0.025048
52,0.030913
53,0.037782
54,0.045599
55,0.054517
56,0.064696
57,0.076211
58,0.089119
59,0.10366
60,0.11953
61,0.13681
62,0.1558
63,0.17613
64,0.19796
65,0.22074
66,0.24482
67,0.26997
68,0.29633
69,0.3231
70,0.35066
71,0.37858
72,0.40632
73,0.43456
74,0.46228
75,0.48989
76,0.51701
77,0.54343
78,0.56909
79,0.59417
80,0.6186
81,0.64217
82,0.66454
83,0.6862
84,0.7067
85,0.7262
86,0.74494
87,0.76263
88,0.77915
89,0.79454
90,0.80912
91,0.82276
92,0.83535
93,0.84731
94,0.8587
95,0.86933
96,0.87895
97,0.88784
98,0.89598
99,0.90371
100,0.91095
101,0.91771
102,0.92378
103,0.92969
104,0.935
105,0.93996
106,0.94437
107,0.94859
108,0.95237
109,0.95592
110,0.95912
111,0.96216
112,0.965
113,0.96767
114,0.97
115,0.9722
116,0.97411
117,0.976
118,0.97773
119,0.9793
120,0.98079
121,0.9821
122,0.98333
123,0.98448
124,0.9856
125,0.98668
126,0.98759
127,0.98847
128,0.98928
129,0.99001
130,0.99068
131,0.9913
132,0.99189
133,0.9924
134,0.9929
135,0.99333
136,0.99376
137,0.99414
138,0.99452
139,0.99485
140,0.99519
141,0.99551
142,0.99582
143,0.99608
144,0.99634
145,0.99654
146,0.99672
147,0.99693
148,0.99714
149,0.99732
150,0.99747
