1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0.002,0.002,0
39,0.003,0.003,0
40,0.004,0.004,0
41,0.005,0.005,0
42,0.007,0.008,0
43,0.007,0.008,0
44,0.01,0.011,0
45,0.017,0.019,0.001
46,0.022,0.025,0.001
47,0.029,0.035,0.001
48,0.041,0.05,0.004
49,0.049,0.065,0.009
50,0.06,0.081,0.016
51,0.07,0.098,0.024
52,0.077,0.117,0.032
53,0.094,0.141,0.043
54,0.114,0.171,0.054
55,0.121,0.198,0.073
56,0.144,0.247,0.125
57,0.16,0.281,0.163
58,0.176,0.326,0.201
59,0.2,0.373,0.253
60,0.214,0.403,0.303
61,0.23,0.444,0.36
62,0.244,0.478,0.401
63,0.264,0.516,0.448
64,0.285,0.549,0.496
65,0.317,0.583,0.542
66,0.335,0.609,0.576
67,0.352,0.637,0.612
68,0.371,0.663,0.639
69,0.391,0.688,0.668
70,0.406,0.719,0.703
71,0.428,0.744,0.731
72,0.442,0.772,0.762
73,0.458,0.788,0.779
74,0.474,0.815,0.804
75,0.494,0.837,0.829
76,0.512,0.852,0.845
77,0.529,0.874,0.869
78,0.54,0.883,0.88
79,0.554,0.903,0.902
80,0.564,0.913,0.912
81,0.581,0.924,0.924
82,0.59,0.931,0.931
83,0.605,0.941,0.941
84,0.619,0.952,0.952
85,0.633,0.959,0.959
86,0.642,0.963,0.963
87,0.651,0.968,0.968
88,0.663,0.972,0.972
89,0.677,0.975,0.975
90,0.687,0.98,0.98
91,0.701,0.982,0.982
92,0.705,0.984,0.984
93,0.722,0.985,0.985
94,0.736,0.988,0.988
95,0.741,0.989,0.989
96,0.749,0.991,0.991
97,0.755,0.992,0.992
98,0.767,0.993,0.993
99,0.773,0.994,0.994
100,0.779,0.995,0.995
101,0.784,0.996,0.996
102,0.791,0.996,0.996
103,0.797,0.996,0.996
104,0.801,0.996,0.996
105,0.809,0.997,0.997
106,0.81,0.997,0.997
107,0.814,0.997,0.997
108,0.821,0.997,0.997
109,0.823,0.997,0.997
110,0.828,0.998,0.998
111,0.832,0.998,0.998
112,0.836,0.998,0.998
113,0.84,0.999,0.999
114,0.844,0.999,0.999
115,0.848,0.999,0.999
116,0.853,0.999,0.999
117,0.855,0.999,0.999
118,0.859,0.999,0.999
119,0.86,0.999,0.999
120,0.862,0.999,0.999
121,0.862,0.999,0.999
122,0.867,1,1
123,0.868,1,1
124,0.871,1,1
125,0.873,1,1
126,0.878,1,1
127,0.879,1,1
128,0.882,1,1
129,0.883,1,1
130,0.884,1,1
131,0.888,1,1
132,0.889,1,1
133,0.894,1,1
134,0.895,1,1
135,0.897,1,1
136,0.897,1,1
137,0.899,1,1
138,0.904,1,1
139,0.906,1,1
140,0.908,1,1
141,0.91,1,1
142,0.913,1,1
143,0.916,1,1
144,0.917,1,1
145,0.918,1,1
146,0.919,1,1
147,0.921,1,1
148,0.921,1,1
149,0.923,1,1
150,0.925,1,1
