1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0.001,0.001,0.001
21,0.002,0.002,0.002
22,0.009,0.009,0.009
23,0.015,0.015,0.015
24,0.024,0.024,0.024
25,0.039,0.039,0.039
26,0.051,0.051,0.051
27,0.069,0.069,0.069
28,0.087,0.087,0.087
29,0.111,0.111,0.111
30,0.14,0.141,0.141
31,0.16,0.161,0.161
32,0.179,0.183,0.183
33,0.204,0.21,0.21
34,0.231,0.242,0.242
35,0.26,0.276,0.276
36,0.283,0.307,0.307
37,0.314,0.34,0.34
38,0.334,0.365,0.365
39,0.349,0.391,0.391
40,0.364,0.419,0.419
41,0.393,0.462,0.462
42,0.418,0.502,0.502
43,0.436,0.536,0.536
44,0.455,0.571,0.571
45,0.477,0.607,0.607
46,0.504,0.651,0.651
47,0.531,0.689,0.689
48,0.549,0.727,0.727
49,0.573,0.762,0.762
50,0.591,0.788,0.788
51,0.612,0.821,0.821
52,0.627,0.837,0.837
53,0.646,0.859,0.859
54,0.664,0.875,0.875
55,0.679,0.89,0.89
56,0.69,0.903,0.903
57,0.705,0.915,0.915
58,0.722,0.927,0.927
59,0.737,0.943,0.943
60,0.749,0.952,0.952
61,0.755,0.958,0.958
62,0.769,0.964,0.964
63,0.778,0.971,0.971
64,0.786,0.978,0.978
65,0.793,0.981,0.981
66,0.797,0.982,0.982
67,0.801,0.984,0.984
68,0.806,0.985,0.985
69,0.813,0.988,0.988
70,0.818,0.992,0.992
71,0.822,0.993,0.993
72,0.826,0.994,0.994
73,0.833,0.994,0.994
74,0.838,0.996,0.996
75,0.841,0.996,0.996
76,0.844,0.996,0.996
77,0.847,0.997,0.997
78,0.853,0.997,0.997
79,0.855,0.998,0.998
80,0.858,0.999,0.999
81,0.86,0.999,0.999
82,0.863,0.999,0.999
83,0.867,0.999,0.999
84,0.873,0.999,0.999
85,0.874,1,1
86,0.875,1,1
87,0.88,1,1
88,0.884,1,1
89,0.886,1,1
90,0.89,1,1
91,0.891,1,1
92,0.897,1,1
93,0.901,1,1
94,0.904,1,1
95,0.905,1,1
96,0.908,1,1
97,0.912,1,1
98,0.914,1,1
99,0.915,1,1
100,0.917,1,1
101,0.918,1,1
102,0.92,1,1
103,0.92,1,1
104,0.922,1,1
105,0.925,1,1
106,0.93,1,1
107,0.93,1,1
108,0.931,1,1
109,0.932,1,1
110,0.933,1,1
111,0.934,1,1
112,0.934,1,1
113,0.935,1,1
114,0.935,1,1
115,0.936,1,1
116,0.938,1,1
117,0.941,1,1
118,0.941,1,1
119,0.941,1,1
120,0.943,1,1
121,0.944,1,1
122,0.944,1,1
123,0.945,1,1
124,0.945,1,1
125,0.945,1,1
126,0.949,1,1
127,0.949,1,1
128,0.95,1,1
129,0.952,1,1
130,0.953,1,1
131,0.953,1,1
132,0.954,1,1
133,0.955,1,1
134,0.955,1,1
135,0.955,1,1
136,0.956,1,1
137,0.961,1,1
138,0.961,1,1
139,0.961,1,1
140,0.962,1,1
141,0.962,1,1
142,0.962,1,1
143,0.962,1,1
144,0.963,1,1
145,0.963,1,1
146,0.964,1,1
147,0.966,1,1
148,0.967,1,1
149,0.969,1,1
150,0.969,1,1
