1,0,0,0,0
2,0,0,0,0
3,0,0,0,0
4,0,0,0,0
5,0,0,0,0
6,0,0,0,0
7,0,0,0,0
8,0,0,0,0
9,0,0,0,0
10,0,0,0,0
11,0,0,0,0
12,0,0,0,0
13,0,0,0,0
14,0,0,0,0
15,0,0,0,0
16,0,0,0,0
17,0,0,0.001,0
18,0,0,0.006,0
19,0.001,0,0.008,0
20,0.003,0,0.017,0.001
21,0.007,0,0.037,0.003
22,0.011,0.001,0.057,0.007
23,0.016,0.002,0.085,0.009
24,0.031,0.007,0.13,0.016
25,0.047,0.008,0.172,0.024
26,0.063,0.014,0.216,0.042
27,0.085,0.016,0.268,0.055
28,0.117,0.025,0.304,0.072
29,0.138,0.04,0.354,0.093
30,0.182,0.05,0.411,0.123
31,0.201,0.062,0.457,0.141
32,0.247,0.075,0.507,0.179
33,0.275,0.096,0.555,0.2
34,0.298,0.118,0.6,0.231
35,0.332,0.135,0.629,0.273
36,0.361,0.157,0.667,0.293
37,0.4,0.185,0.69,0.326
38,0.43,0.204,0.716,0.372
39,0.465,0.231,0.739,0.408
40,0.496,0.259,0.755,0.454
41,0.522,0.289,0.772,0.497
42,0.555,0.319,0.787,0.536
43,0.583,0.343,0.809,0.578
44,0.605,0.376,0.819,0.619
45,0.624,0.421,0.829,0.65
46,0.644,0.445,0.843,0.682
47,0.659,0.47,0.848,0.713
48,0.676,0.51,0.86,0.745
49,0.697,0.54,0.869,0.773
50,0.712,0.571,0.882,0.795
51,0.717,0.607,0.888,0.824
52,0.735,0.636,0.894,0.845
53,0.743,0.666,0.902,0.862
54,0.754,0.692,0.908,0.877
55,0.762,0.718,0.912,0.898
56,0.772,0.749,0.917,0.912
57,0.781,0.772,0.92,0.929
58,0.792,0.793,0.927,0.939
59,0.802,0.811,0.931,0.947
60,0.812,0.832,0.937,0.96
61,0.821,0.845,0.94,0.966
62,0.825,0.857,0.943,0.968
63,0.829,0.875,0.949,0.972
64,0.834,0.887,0.954,0.977
65,0.842,0.896,0.954,0.979
66,0.845,0.91,0.956,0.981
67,0.849,0.918,0.959,0.985
68,0.853,0.931,0.961,0.989
69,0.861,0.935,0.963,0.989
70,0.866,0.945,0.966,0.993
71,0.873,0.95,0.969,0.993
72,0.876,0.958,0.971,0.994
73,0.884,0.963,0.973,0.996
74,0.888,0.966,0.975,0.997
75,0.893,0.969,0.975,0.998
76,0.894,0.974,0.976,0.999
77,0.895,0.977,0.978,0.999
78,0.897,0.982,0.978,0.999
79,0.9,0.983,0.979,0.999
80,0.902,0.983,0.981,0.999
81,0.905,0.986,0.983,0.999
82,0.908,0.99,0.984,0.999
83,0.912,0.99,0.986,0.999
84,0.914,0.99,0.988,0.999
85,0.915,0.992,0.989,0.999
86,0.916,0.993,0.99,1
87,0.916,0.994,0.99,1
88,0.92,0.995,0.99,1
89,0.923,0.995,0.99,1
90,0.923,0.996,0.991,1
91,0.927,0.996,0.991,1
92,0.928,0.996,0.991,1
93,0.928,0.997,0.992,1
94,0.929,0.998,0.992,1
95,0.934,0.998,0.992,1
96,0.939,0.998,0.992,1
97,0.94,0.998,0.993,1
98,0.945,0.998,0.993,1
99,0.948,0.999,0.993,1
100,0.948,0.999,0.994,1
101,0.95,0.999,0.994,1
102,0.95,0.999,0.994,1
103,0.951,0.999,0.994,1
104,0.951,1,0.994,1
105,0.954,1,0.994,1
106,0.956,1,0.994,1
107,0.957,1,0.994,1
108,0.96,1,0.994,1
109,0.961,1,0.994,1
110,0.962,1,0.994,1
111,0.963,1,0.994,1
112,0.964,1,0.995,1
113,0.964,1,0.995,1
114,0.964,1,0.995,1
115,0.966,1,0.995,1
116,0.968,1,0.995,1
117,0.969,1,0.995,1
118,0.969,1,0.995,1
119,0.97,1,0.996,1
120,0.971,1,0.996,1
121,0.972,1,0.996,1
122,0.973,1,0.996,1
123,0.976,1,0.996,1
124,0.976,1,0.996,1
125,0.977,1,0.996,1
126,0.978,1,0.996,1
127,0.979,1,0.996,1
128,0.979,1,0.996,1
129,0.979,1,0.996,1
130,0.979,1,0.996,1
131,0.982,1,0.996,1
132,0.982,1,0.996,1
133,0.982,1,0.996,1
134,0.982,1,0.996,1
135,0.983,1,0.996,1
136,0.984,1,0.996,1
137,0.985,1,0.996,1
138,0.985,1,0.996,1
139,0.985,1,0.996,1
140,0.986,1,0.996,1
141,0.987,1,0.996,1
142,0.987,1,0.996,1
143,0.987,1,0.996,1
144,0.987,1,0.996,1
145,0.987,1,0.996,1
146,0.987,1,0.996,1
147,0.987,1,0.996,1
148,0.987,1,0.996,1
149,0.988,1,0.996,1
150,0.989,1,0.996,1
