sigma,typeII,typeII_o,typeII_oc
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0.007,0.001
37,0,0.043,0.009
38,0.001,0.222,0.097
39,0.001,0.591,0.464
40,0.001,0.908,0.871
41,0.001,0.991,0.991
42,0.002,1,1
43,0.002,1,1
44,0.003,1,1
45,0.005,1,1
46,0.008,1,1
47,0.009,1,1
48,0.011,1,1
49,0.014,1,1
50,0.018,1,1
51,0.026,1,1
52,0.029,1,1
53,0.033,1,1
54,0.038,1,1
55,0.042,1,1
56,0.045,1,1
57,0.057,1,1
58,0.066,1,1
59,0.076,1,1
60,0.083,1,1
61,0.089,1,1
62,0.1,1,1
63,0.112,1,1
64,0.123,1,1
65,0.13,1,1
66,0.143,1,1
67,0.15,1,1
68,0.167,1,1
69,0.184,1,1
70,0.2,1,1
71,0.21,1,1
72,0.223,1,1
73,0.239,1,1
74,0.246,1,1
75,0.256,1,1
76,0.272,1,1
77,0.287,1,1
78,0.294,1,1
79,0.308,1,1
80,0.32,1,1
81,0.332,1,1
82,0.341,1,1
83,0.35,1,1
84,0.359,1,1
85,0.376,1,1
86,0.388,1,1
87,0.401,1,1
88,0.411,1,1
89,0.415,1,1
90,0.427,1,1
91,0.44,1,1
92,0.452,1,1
93,0.465,1,1
94,0.479,1,1
95,0.489,1,1
96,0.497,1,1
97,0.509,1,1
98,0.513,1,1
99,0.526,1,1
100,0.533,1,1
101,0.54,1,1
102,0.546,1,1
103,0.553,1,1
104,0.561,1,1
105,0.564,1,1
106,0.571,1,1
107,0.577,1,1
108,0.588,1,1
109,0.591,1,1
110,0.6,1,1
111,0.607,1,1
112,0.618,1,1
113,0.622,1,1
114,0.628,1,1
115,0.636,1,1
116,0.644,1,1
117,0.648,1,1
118,0.658,1,1
119,0.668,1,1
120,0.675,1,1
121,0.681,1,1
122,0.687,1,1
123,0.689,1,1
124,0.693,1,1
125,0.696,1,1
126,0.701,1,1
127,0.706,1,1
128,0.71,1,1
129,0.713,1,1
130,0.719,1,1
131,0.722,1,1
132,0.726,1,1
133,0.729,1,1
134,0.733,1,1
135,0.74,1,1
136,0.742,1,1
137,0.747,1,1
138,0.753,1,1
139,0.755,1,1
140,0.757,1,1
141,0.763,1,1
142,0.764,1,1
143,0.766,1,1
144,0.769,1,1
145,0.772,1,1
146,0.775,1,1
147,0.78,1,1
148,0.781,1,1
149,0.783,1,1
150,0.787,1,1
